0.000000, 0.000000, 0.000000, 0.000000 
0.000002, 0.000000, 0.000000, 0.000000 
0.003998, 0.000000, 0.000000, 0.000000 
0.007998, 0.000000, 0.000000, 0.000000 
0.011998, 0.001280, 0.000000, 0.000000 
0.015998, 0.003840, 0.000000, 0.000000 
0.019998, 0.007680, 0.000000, 0.000000 
0.023998, 0.010880, 0.000000, 0.000000 
0.027998, 0.015360, 0.000000, 0.000000 
0.031998, 0.019200, 0.000000, 0.000000 
0.035998, 0.024320, 0.000000, 0.000000 
0.039998, 0.028800, 0.000000, 0.000000 
0.043998, 0.033280, 0.000000, 0.000000 
0.047998, 0.038400, 0.000000, 0.000000 
0.051998, 0.042240, 0.000000, 0.000000 
0.055998, 0.046720, 0.000000, 0.000000 
0.059998, 0.051200, 0.000000, 0.000000 
0.063998, 0.055040, 0.000000, 0.000000 
0.067998, 0.058880, 0.000000, 0.000000 
0.071998, 0.063360, 0.000000, 0.000000 
0.075998, 0.067200, 0.000000, 0.000000 
0.079998, 0.071040, 0.000000, 0.000000 
0.083998, 0.074880, 0.000000, 0.000000 
0.087998, 0.078720, 0.000000, 0.000000 
0.091998, 0.082560, 0.000000, 0.000000 
0.095998, 0.086400, 0.000000, 0.000000 
0.099998, 0.090240, 0.000000, 0.000000 
0.103998, 0.094080, 0.000000, 0.000000 
0.107998, 0.098560, 0.000000, 0.000000 
0.111998, 0.102400, 0.000000, 0.000000 
0.115998, 0.106240, 0.000000, 0.000000 
0.119998, 0.110080, 0.000000, 0.000000 
0.123998, 0.113920, 0.000000, 0.000000 
0.127998, 0.117760, 0.000000, 0.000000 
0.131998, 0.121600, 0.000000, 0.000000 
0.135998, 0.126080, 0.000000, 0.000000 
0.139998, 0.129920, 0.000000, 0.000000 
0.143998, 0.134400, 0.000000, 0.000000 
0.147998, 0.138240, 0.000000, 0.000000 
0.151998, 0.142080, 0.000000, 0.000000 
0.155998, 0.145920, 0.000000, 0.000000 
0.159998, 0.149760, 0.000000, 0.000000 
0.163998, 0.153600, 0.000000, 0.000000 
0.167998, 0.158080, 0.000000, 0.000000 
0.171998, 0.161920, 0.000000, 0.000000 
0.175998, 0.165760, 0.000000, 0.000000 
0.179998, 0.170240, 0.000000, 0.000000 
0.183998, 0.174080, 0.000000, 0.000000 
0.187998, 0.177920, 0.000000, 0.000000 
0.191998, 0.181760, 0.000000, 0.000000 
0.195998, 0.185600, 0.000000, 0.000000 
0.199998, 0.189440, 0.000000, 0.000000 
0.203998, 0.193920, 0.000000, 0.000000 
0.207998, 0.198400, 0.000000, 0.000000 
0.211998, 0.202240, 0.000000, 0.000000 
0.215998, 0.206080, 0.000000, 0.000000 
0.219998, 0.209920, 0.000000, 0.000000 
0.223998, 0.213760, 0.000000, 0.000000 
0.227998, 0.217600, 0.000000, 0.000000 
0.231998, 0.222080, 0.000000, 0.000000 
0.235998, 0.225920, 0.000000, 0.000000 
0.239998, 0.229760, 0.000000, 0.000000 
0.243998, 0.234240, 0.000000, 0.000000 
0.247998, 0.238080, 0.000000, 0.000000 
0.251998, 0.241920, 0.000000, 0.000000 
0.255998, 0.245760, 0.000000, 0.000000 
0.259998, 0.249600, 0.000000, 0.000000 
0.263998, 0.254080, 0.000000, 0.000000 
0.267998, 0.257920, 0.000000, 0.000000 
0.271998, 0.262400, 0.000000, 0.000000 
0.275998, 0.266240, 0.000000, 0.000000 
0.279998, 0.270080, 0.000000, 0.000000 
0.283998, 0.273920, 0.000000, 0.000000 
0.287998, 0.277760, 0.000000, 0.000000 
